example_id                                                               | status  | run_time        |
------------------------------------------------------------------------ | ------- | --------------- |
./spec/controllers/adjustments_controller_spec.rb[1:1:1:1]               | passed  | 0.38939 seconds |
./spec/controllers/adjustments_controller_spec.rb[1:1:2:1]               | passed  | 0.18584 seconds |
./spec/controllers/adjustments_controller_spec.rb[1:1:3:1]               | passed  | 0.1684 seconds  |
./spec/controllers/adjustments_controller_spec.rb[1:1:4:1:1]             | passed  | 0.18338 seconds |
./spec/controllers/adjustments_controller_spec.rb[1:1:4:1:2]             | passed  | 0.16953 seconds |
./spec/controllers/adjustments_controller_spec.rb[1:1:4:1:3]             | passed  | 0.17081 seconds |
./spec/controllers/adjustments_controller_spec.rb[1:1:4:2:1]             | passed  | 0.15976 seconds |
./spec/controllers/adjustments_controller_spec.rb[1:1:4:2:2]             | passed  | 0.16321 seconds |
./spec/controllers/admin/barcode_items_controller_spec.rb[1:1:1:1]       | passed  | 0.35468 seconds |
./spec/controllers/admin/barcode_items_controller_spec.rb[1:1:1:2]       | passed  | 0.32209 seconds |
./spec/controllers/admin/organizations_controller_spec.rb[1:1:1:1]       | passed  | 0.16786 seconds |
./spec/controllers/admin/organizations_controller_spec.rb[1:1:2:1]       | passed  | 0.32224 seconds |
./spec/controllers/admin/organizations_controller_spec.rb[1:1:3:1]       | passed  | 0.17114 seconds |
./spec/controllers/barcode_items_controller_spec.rb[1:1:1:1]             | passed  | 0.17368 seconds |
./spec/controllers/barcode_items_controller_spec.rb[1:1:2:1]             | passed  | 0.16287 seconds |
./spec/controllers/barcode_items_controller_spec.rb[1:1:3:1]             | passed  | 0.17631 seconds |
./spec/controllers/barcode_items_controller_spec.rb[1:1:4:1]             | passed  | 0.17445 seconds |
./spec/controllers/barcode_items_controller_spec.rb[1:1:5:1:1]           | passed  | 0.33667 seconds |
./spec/controllers/barcode_items_controller_spec.rb[1:1:5:1:2]           | passed  | 0.33273 seconds |
./spec/controllers/barcode_items_controller_spec.rb[1:1:5:1:3:1]         | passed  | 0.33489 seconds |
./spec/controllers/barcode_items_controller_spec.rb[1:1:6:1]             | passed  | 0.33063 seconds |
./spec/controllers/barcode_items_controller_spec.rb[1:1:6:2]             | passed  | 0.16737 seconds |
./spec/controllers/barcode_items_controller_spec.rb[1:1:6:3]             | passed  | 0.16864 seconds |
./spec/controllers/barcode_items_controller_spec.rb[1:1:7:1]             | passed  | 0.35163 seconds |
./spec/controllers/dashboard_controller_spec.rb[1:1:1:1]                 | passed  | 0.18448 seconds |
./spec/controllers/dashboard_controller_spec.rb[1:1:1:2:1]               | passed  | 0.31264 seconds |
./spec/controllers/dashboard_controller_spec.rb[1:2:1]                   | passed  | 0.30725 seconds |
./spec/controllers/diaper_drive_participants_controller_spec.rb[1:1:1:1] | passed  | 0.16785 seconds |
./spec/controllers/diaper_drive_participants_controller_spec.rb[1:1:2:1] | passed  | 0.17659 seconds |
./spec/controllers/diaper_drive_participants_controller_spec.rb[1:1:3:1] | passed  | 0.17567 seconds |
./spec/controllers/diaper_drive_participants_controller_spec.rb[1:1:4:1] | passed  | 0.1644 seconds  |
./spec/controllers/diaper_drive_participants_controller_spec.rb[1:1:5:1] | passed  | 0.16312 seconds |
./spec/controllers/diaper_drive_participants_controller_spec.rb[1:1:6:1] | passed  | 0.17834 seconds |
./spec/controllers/diaper_drive_participants_controller_spec.rb[1:1:6:2] | passed  | 0.17779 seconds |
./spec/controllers/diaper_drive_participants_controller_spec.rb[1:1:7:1] | passed  | 0.15672 seconds |
./spec/controllers/diaper_drive_participants_controller_spec.rb[1:1:7:2] | passed  | 0.16274 seconds |
./spec/controllers/diaper_drive_participants_controller_spec.rb[1:1:8:1] | passed  | 0.31166 seconds |
./spec/controllers/diaper_drive_participants_controller_spec.rb[1:2:1]   | passed  | 0.16492 seconds |
./spec/controllers/distributions_controller_spec.rb[1:1:1:1]             | passed  | 0.19754 seconds |
./spec/controllers/distributions_controller_spec.rb[1:1:2:1]             | passed  | 0.17419 seconds |
./spec/controllers/distributions_controller_spec.rb[1:1:3:1]             | passed  | 0.1647 seconds  |
./spec/controllers/distributions_controller_spec.rb[1:1:4:1]             | passed  | 0.18246 seconds |
./spec/controllers/distributions_controller_spec.rb[1:1:4:2]             | passed  | 0.20803 seconds |
./spec/controllers/distributions_controller_spec.rb[1:1:5:1]             | passed  | 0.18648 seconds |
./spec/controllers/distributions_controller_spec.rb[1:1:6:1]             | passed  | 0.17093 seconds |
./spec/controllers/distributions_controller_spec.rb[1:1:7:1]             | passed  | 0.32401 seconds |
./spec/controllers/distributions_controller_spec.rb[1:2:1]               | passed  | 0.16504 seconds |
./spec/controllers/donation_sites_controller_spec.rb[1:1:1:1]            | passed  | 0.19094 seconds |
./spec/controllers/donation_sites_controller_spec.rb[1:1:2:1]            | passed  | 0.17648 seconds |
./spec/controllers/donation_sites_controller_spec.rb[1:1:3:1]            | passed  | 0.16409 seconds |
./spec/controllers/donation_sites_controller_spec.rb[1:1:4:1]            | passed  | 0.1746 seconds  |
./spec/controllers/donation_sites_controller_spec.rb[1:1:5:1]            | passed  | 0.16742 seconds |
./spec/controllers/donation_sites_controller_spec.rb[1:1:6:1]            | passed  | 0.32199 seconds |
./spec/controllers/donation_sites_controller_spec.rb[1:2:1]              | passed  | 0.1843 seconds  |
./spec/controllers/donations_controller_spec.rb[1:1:1:1]                 | passed  | 0.1725 seconds  |
./spec/controllers/donations_controller_spec.rb[1:1:2:1]                 | passed  | 0.18126 seconds |
./spec/controllers/donations_controller_spec.rb[1:1:3:1]                 | passed  | 0.18902 seconds |
./spec/controllers/donations_controller_spec.rb[1:1:3:2]                 | passed  | 0.18168 seconds |
./spec/controllers/donations_controller_spec.rb[1:1:4:1]                 | passed  | 0.17816 seconds |
./spec/controllers/donations_controller_spec.rb[1:1:4:2]                 | passed  | 0.2101 seconds  |
./spec/controllers/donations_controller_spec.rb[1:1:4:3:1]               | passed  | 0.21035 seconds |
./spec/controllers/donations_controller_spec.rb[1:1:4:3:2]               | passed  | 0.20981 seconds |
./spec/controllers/donations_controller_spec.rb[1:1:5:1]                 | passed  | 0.19808 seconds |
./spec/controllers/donations_controller_spec.rb[1:1:6:1]                 | passed  | 0.18243 seconds |
./spec/controllers/donations_controller_spec.rb[1:1:7:1]                 | passed  | 0.1803 seconds  |
./spec/controllers/donations_controller_spec.rb[1:1:8:1]                 | passed  | 0.32187 seconds |
./spec/controllers/donations_controller_spec.rb[1:1:8:2]                 | passed  | 0.33445 seconds |
./spec/controllers/donations_controller_spec.rb[1:2:1]                   | passed  | 0.17651 seconds |
./spec/controllers/donations_controller_spec.rb[1:2:2]                   | passed  | 0.17637 seconds |
./spec/controllers/items_controller_spec.rb[1:1:1:1]                     | passed  | 0.1775 seconds  |
./spec/controllers/items_controller_spec.rb[1:1:2:1]                     | passed  | 0.17239 seconds |
./spec/controllers/items_controller_spec.rb[1:1:3:1]                     | passed  | 0.17027 seconds |
./spec/controllers/items_controller_spec.rb[1:1:4:1]                     | passed  | 0.17283 seconds |
./spec/controllers/items_controller_spec.rb[1:1:5:1]                     | passed  | 0.1784 seconds  |
./spec/controllers/items_controller_spec.rb[1:1:6:1]                     | passed  | 0.30628 seconds |
./spec/controllers/items_controller_spec.rb[1:2:1]                       | passed  | 0.16847 seconds |
./spec/controllers/organizations_controller_spec.rb[1:1:1:1]             | passed  | 0.16912 seconds |
./spec/controllers/organizations_controller_spec.rb[1:1:2:1]             | passed  | 0.16824 seconds |
./spec/controllers/organizations_controller_spec.rb[1:1:3:1]             | passed  | 0.18626 seconds |
./spec/controllers/organizations_controller_spec.rb[1:2:1:1]             | passed  | 0.16827 seconds |
